_id,sport_category_id,sport_name_ja,sport_name_en,sport_type,sport_description,stadium_id,sport_date,disabled
45,1,相撲,Sumo,成年男子,相撲は、長い歴史と伝統を持った日本古来のスポーツで、まわしを締めた二人の競技者が土俵上で組み合い、相手の体(足の裏以外の一部)を土につけるか土俵外に出すことによって勝負を競います。国民体育大会では1チームを少年男子5人、成年男子3人で構成し、団体戦は予選3回戦の勝数得点で決定した上位16チームによるトーナメント方式で優勝を争います。また、団体予選の全勝者に個人戦の出場資格が与えられ、同じくトーナメント方式で優勝が争われます。相撲の伝統的な雰囲気と迫力、日頃鍛えた力と技をぶつけ合う気合の入った熱戦が繰り広げられます。,42,"10/2,10/3,10/4",0
46,1,相撲,Sumo,少年男子,相撲は、長い歴史と伝統を持った日本古来のスポーツで、まわしを締めた二人の競技者が土俵上で組み合い、相手の体(足の裏以外の一部)を土につけるか土俵外に出すことによって勝負を競います。国民体育大会では1チームを少年男子5人、成年男子3人で構成し、団体戦は予選3回戦の勝数得点で決定した上位16チームによるトーナメント方式で優勝を争います。また、団体予選の全勝者に個人戦の出場資格が与えられ、同じくトーナメント方式で優勝が争われます。相撲の伝統的な雰囲気と迫力、日頃鍛えた力と技をぶつけ合う気合の入った熱戦が繰り広げられます。,42,"10/2,10/3,10/4",0
47,1,馬術,Equestrian,全種別,馬術は、他のスポーツと異なり、生き物である「馬」と選手が一体となって競技を行うスポーツです。国民体育大会で行われる競技は、馬場馬術競技、障害飛越競技、総合馬術競技の3つに大別されます。馬場馬術競技は、定められた種々の動き方をしてその優美さを競い、障害飛越競技は、高さや幅、色彩や形状の異なる障害物をミス無く飛越していく競技です。そして総合馬術競技は、その両者を兼ね備えた総合的な調教度合いを競うものです。馬は鋭敏な感覚と自分の意志を持っており、いかに優れた技術を持った選手でも馬の力を借りなければ、良い成績を収めることはできません。また、優れた能力を持つ馬も、選手が馬の能力を引き出さなければ、良い演技を行うことはできないのです。選手が馬の能力を最大限に引き出し、馬も選手の要求に精一杯こたえようとする信頼関係が結ばれたときに、「人馬一体」の妙技が繰り広げられることになります。,43,"10/2,10/3,10/4,10/5,10/6",0
48,1,フェンシング,Fencing,全種別,フェンシングは、ピストと呼ばれる幅1.5～2m、長さ14mの競技面の上で行われ、相手の有効面を突く、または斬る技で勝負を競います。突きだけを用いる基本の「フルーレ」、正式な決闘として行われていたものが競技化した「エペ」、馬上の剣術が変化した斬る攻撃が主体の「サーブル」の3種目があります。国民体育大会では、1チーム3人の団体で、1・2回戦はリーグ戦、それ以後はトーナメント戦を行います。勝負の判定には、剣に電気コードをつなぎ、相手の体を突くと突いた側のランプが点灯するようにした電気審判機を使用します。,44,"10/2,10/3,10/4,10/5",0
49,1,柔道,Judo,全種別,柔道は、柔術をもとに日本で誕生し、1964年の東京オリンピックからオリンピック正式競技となり、広く国内外に普及が進んでいる競技です。選手は投技(立技・捨身技)と固技(抑込技・絞技・関節技)を駆使しあい、その決まり方の高い程度から順に、「一本」「技あり」「有効」といった得点が与えられます。国民体育大会では、体重別の選手によって構成される都道府県対抗のトーナメント方式による団体戦が行われ、勝者数が多い方が勝ちとなります。1試合4分間で、試合は1本勝負とし、大将戦まで緊迫したせめぎ合いが続き、団体戦ならではの緊張感と試合の盛り上がりが楽しめます。限られた試合時間の中で、「静」から「動」へと一瞬で試合が動き、紙一重の差で勝負が決まるため最後まで目が離せません。,45,"10/8,10/9,10/10",0
50,1,ソフトボール,Softball,成年男子,ソフトボールは、全国各地に普及し、老若男女を問わず、比較的狭い場所で気軽に楽しめるスポーツとして親しまれています。国民体育大会では、トーナメント方式で行われ、通常7イニングで行われます。ピッチャーの投球スピードは男子で約120km/h、女子で90km/h〜110km/hと言われ、カーブやシュート、ドロップ、ホームプレート付近で浮き上がるライズボールなど多彩な変化球を投げます。そして短い投球距離でのスピードボールをいかに打ち返すか。鋭いインパクトを生み出す、バッターの打撃フォームにもご注目ください。,46,"10/2,10/3,10/4",0
51,1,ソフトボール,Softball,成年女子,ソフトボールは、全国各地に普及し、老若男女を問わず、比較的狭い場所で気軽に楽しめるスポーツとして親しまれています。国民体育大会では、トーナメント方式で行われ、通常7イニングで行われます。ピッチャーの投球スピードは男子で約120km/h、女子で90km/h〜110km/hと言われ、カーブやシュート、ドロップ、ホームプレート付近で浮き上がるライズボールなど多彩な変化球を投げます。そして短い投球距離でのスピードボールをいかに打ち返すか。鋭いインパクトを生み出す、バッターの打撃フォームにもご注目ください。,46,"10/2,10/3,10/4",0
52,1,ソフトボール,Softball,少年少女,ソフトボールは、全国各地に普及し、老若男女を問わず、比較的狭い場所で気軽に楽しめるスポーツとして親しまれています。国民体育大会では、トーナメント方式で行われ、通常7イニングで行われます。ピッチャーの投球スピードは男子で約120km/h、女子で90km/h〜110km/hと言われ、カーブやシュート、ドロップ、ホームプレート付近で浮き上がるライズボールなど多彩な変化球を投げます。そして短い投球距離でのスピードボールをいかに打ち返すか。鋭いインパクトを生み出す、バッターの打撃フォームにもご注目ください。,46,"10/2,10/3,10/4",0
53,1,ソフトボール,Softball,少年男子,ソフトボールは、全国各地に普及し、老若男女を問わず、比較的狭い場所で気軽に楽しめるスポーツとして親しまれています。国民体育大会では、トーナメント方式で行われ、通常7イニングで行われます。ピッチャーの投球スピードは男子で約120km/h、女子で90km/h〜110km/hと言われ、カーブやシュート、ドロップ、ホームプレート付近で浮き上がるライズボールなど多彩な変化球を投げます。そして短い投球距離でのスピードボールをいかに打ち返すか。鋭いインパクトを生み出す、バッターの打撃フォームにもご注目ください。,47,"10/2,10/3,10/4",0
54,1,バドミントン,Badminton,全種別,バドミントンは、ネットを挟んでラケットで羽根(シャトル)を打ち合うスポーツです。シャトルが相手コートの外に落ちたり、自分のコートの中に落ちたり、またはコートに落ちる前に自分の体にシャトルが当たれば失点(フォルト)になります。国民体育大会では、都道府県対抗の団体戦トーナメント方式で、ダブルス、シングルス、シングルスの順に行い、先に2勝したチームが勝ちとなります。21ポイント×3ゲームのラリーポイント制で、20点オールになった場合には、2点連続得点したほうが勝ちです。シャトルの重さはわずか5g程ですが、スマッシュ時のスピードが初速400㎞/hを超えるほど(世界記録493km/h)、迫力のある競技です。,49,"10/2,10/3,10/4,10/5",0
55,1,弓道,Kyudo,全種別,弓道は、それぞれ自分の体力に応じた強さの弓を使って矢を放ち、的を射って得点を競う競技で、老若男女を問わずに楽しめる武道・スポーツです。国民体育大会では、28m先の的(直径36cm)を狙う「近的」と、60m先の的(直径1m)を狙う「遠的」の2種目があります。近的は、的のどの部分に当たっても良く、的に当たった矢の本数で競います。遠的は、的の中心に近くなるほど得点が高く、的に当たった矢の合計点で競います。1チーム3人の選手で両種目を行い、どちらも制限時間内に、予選では各自4射ずつを2回、決勝トーナメントでは各自4射ずつを1回で争います。弓道の弓には照準機は付いておらず、自分の体感だけを頼りに的を狙います。弓を引く一連の動作の美しさと、研ぎ澄まされた集中力で正確に的を射る技にご注目ください。,50,"10/7,10/8,10/9,10/10",0
56,1,ライフル射撃 CP,Shooting,成年男子,ライフル射撃は、銃器という科学的道具を用いて、制限時間内に決められた姿勢で、弾丸や光線で標的を撃ち得点を競います。国民体育大会では、50mライフル(SB)、10mエア・ライフル(AR)、エア・ピストル(AP)、ビーム・ライフル(BR)、ビーム・ピストル(BP)、 センター・ファイア・ピストル(CP)の成年男女、少年男女の合計21の種目があり、それぞれの種目で得点によって順位が決定します。50mライフルで行われる3姿勢120発競技は「ライフルのマラソン競技」と言われており、3時間を越える競技時間終了後には体重が2kg減ると言われるほど過酷です。標的を狙う選手の極限の精神力、集中力が要求されます。,51,"10/2,10/3,10/4",0
57,1,ライフル射撃 50m,Shooting,全種別,ライフル射撃は、銃器という科学的道具を用いて、制限時間内に決められた姿勢で、弾丸や光線で標的を撃ち得点を競います。国民体育大会では、50mライフル(SB)、10mエア・ライフル(AR)、エア・ピストル(AP)、ビーム・ライフル(BR)、ビーム・ピストル(BP)、 センター・ファイア・ピストル(CP)の成年男女、少年男女の合計21の種目があり、それぞれの種目で得点によって順位が決定します。50mライフルで行われる3姿勢120発競技は「ライフルのマラソン競技」と言われており、3時間を越える競技時間終了後には体重が2kg減ると言われるほど過酷です。標的を狙う選手の極限の精神力、集中力が要求されます。,52,"10/2,10/3,10/4,10/5",0
58,1,ライフル射撃 10m・AP,Shooting,全種別,ライフル射撃は、銃器という科学的道具を用いて、制限時間内に決められた姿勢で、弾丸や光線で標的を撃ち得点を競います。国民体育大会では、50mライフル(SB)、10mエア・ライフル(AR)、エア・ピストル(AP)、ビーム・ライフル(BR)、ビーム・ピストル(BP)、 センター・ファイア・ピストル(CP)の成年男女、少年男女の合計21の種目があり、それぞれの種目で得点によって順位が決定します。50mライフルで行われる3姿勢120発競技は「ライフルのマラソン競技」と言われており、3時間を越える競技時間終了後には体重が2kg減ると言われるほど過酷です。標的を狙う選手の極限の精神力、集中力が要求されます。,53,"10/2,10/3,10/4,10/5",0
59,1,ライフル射撃 BR・BP,Shooting,全種別,ライフル射撃は、銃器という科学的道具を用いて、制限時間内に決められた姿勢で、弾丸や光線で標的を撃ち得点を競います。国民体育大会では、50mライフル(SB)、10mエア・ライフル(AR)、エア・ピストル(AP)、ビーム・ライフル(BR)、ビーム・ピストル(BP)、 センター・ファイア・ピストル(CP)の成年男女、少年男女の合計21の種目があり、それぞれの種目で得点によって順位が決定します。50mライフルで行われる3姿勢120発競技は「ライフルのマラソン競技」と言われており、3時間を越える競技時間終了後には体重が2kg減ると言われるほど過酷です。標的を狙う選手の極限の精神力、集中力が要求されます。,54,"10/2,10/3,10/4,10/5",0
60,1,剣道,Kendo,全種別,剣道は、面、小手、胴、垂(たれ)といった剣道具を着けた二人の競技者が、定められた広さの試合場内で相対して、長さや重さの定められた「竹刀」を用いて、面、小手、胴の各部を打ち、また、突き部(のど部)を突くことによって勝敗を競います。試合は、3本勝負が原則で、試合時間内に2本先取した者が勝ちです。試合時間は成年男女が5分間、少年男女は4分間で、一方が先取し、そのまま試合時間が終了した場合は先取した者が勝ちとなります。時間内に決まらなかった場合は、1本先取の延長戦を行います。国民体育大会では、都道府県対抗の団体戦をトーナメント方式により行います。選手編成は、成年男子、少年男子、少年女子は5名、成年女子は3名で年齢区分により行います。剣道は相手の動きを読み取る洞察力と集中力が必要とされる競技で、一瞬の勝負となります。,55,"10/8,10/9,10/10",0
61,1,ラグビーフットボール,Rugby Football,7人制・成年男子,ラグビーフットボールは、15人ずつの2チームが、楕円形のボールを相手側のインゴールに持ち込んで得点を競う競技です。手も足も使うことができ、選手はボールを持って自由に走ることができますが、パスは後方の味方選手にしかできません。ディフェンスは安全性を損なわない限り制約がなく、主にタックルなどで相手の進行を止めます。迫力ある激しいぶつかり合いとスピード感あふれるチームプレーが魅力です。なお、2013年の国体から成年男子において7人制の導入が正式決定されています。,56,"10/4,10/5",0
62,1,ラグビーフットボール,Rugby Football,7人制・女子,ラグビーフットボールは、15人ずつの2チームが、楕円形のボールを相手側のインゴールに持ち込んで得点を競う競技です。手も足も使うことができ、選手はボールを持って自由に走ることができますが、パスは後方の味方選手にしかできません。ディフェンスは安全性を損なわない限り制約がなく、主にタックルなどで相手の進行を止めます。迫力ある激しいぶつかり合いとスピード感あふれるチームプレーが魅力です。なお、2013年の国体から成年男子において7人制の導入が正式決定されています。,56,"10/6,10/7",0
63,1,ラグビーフットボール,Rugby Football,15人制・少年男子,ラグビーフットボールは、15人ずつの2チームが、楕円形のボールを相手側のインゴールに持ち込んで得点を競う競技です。手も足も使うことができ、選手はボールを持って自由に走ることができますが、パスは後方の味方選手にしかできません。ディフェンスは安全性を損なわない限り制約がなく、主にタックルなどで相手の進行を止めます。迫力ある激しいぶつかり合いとスピード感あふれるチームプレーが魅力です。なお、2013年の国体から成年男子において7人制の導入が正式決定されています。,57,"10/3,10/4,10/6,10/7",0
64,1,山岳,Mountaineering,リード,山岳は、ウオール(人工壁)を登るリード競技とボルダリング競技が行われます。リード競技は、高さ15m程度幅3m以上のウオール(人工壁)を靴 と手指、落下の時の安全保用具など最小限の用具で全身を上手く使って、時間内(6分間)にどれだけ高く登るかを競う競技です。登る選手は安全のため、支点 にロープをかけながら登っていきます。各都道府県2名の選手が同時にそれぞれの人工壁に挑戦します。2名の選手が登る人工壁はデザイン・傾斜角度・ホール ド(プラスチック製の石)の数や位置に至るまですべて同じ物が用意されるため、挑戦する人工壁による条件の差はありません。ボルダリング競技は、 高さ5m幅6mの比較的低い人工壁をいくつか登り、完登した数で競います。ロープ(命綱)を一切使わないため、安全確保のためマットを敷いて競技を行いま す。各都道府県2名の選手が2基の人工壁にあるプロブレム(課題)にアテンプト(トライ)を行います。競技時間内であれば完登出来るまで何度もトライする ことが出来ますが、少ないトライで登るほうが有利です。,58,"10/7,10/8,10/9",0
65,1,山岳,Mountaineering,ボルダリング,山岳は、ウオール(人工壁)を登るリード競技とボルダリング競技が行われます。リード競技は、高さ15m程度幅3m以上のウオール(人工壁)を靴 と手指、落下の時の安全保用具など最小限の用具で全身を上手く使って、時間内(6分間)にどれだけ高く登るかを競う競技です。登る選手は安全のため、支点 にロープをかけながら登っていきます。各都道府県2名の選手が同時にそれぞれの人工壁に挑戦します。2名の選手が登る人工壁はデザイン・傾斜角度・ホール ド(プラスチック製の石)の数や位置に至るまですべて同じ物が用意されるため、挑戦する人工壁による条件の差はありません。ボルダリング競技は、 高さ5m幅6mの比較的低い人工壁をいくつか登り、完登した数で競います。ロープ(命綱)を一切使わないため、安全確保のためマットを敷いて競技を行いま す。各都道府県2名の選手が2基の人工壁にあるプロブレム(課題)にアテンプト(トライ)を行います。競技時間内であれば完登出来るまで何度もトライする ことが出来ますが、少ないトライで登るほうが有利です。,58,"10/7,10/8,10/9",0
66,1,カヌー,Canoe,スプリント,"カヌーは、静水面で行う「カヌースプリント競技」と河川の急流で行う「カヌースラローム競技」、「カヌーワイルドウォーター競技」の3種目があります。カヌースプリント競技は、200m、500mなどの直線コースをいかに早く漕ぎきるかを競います。競技には、進行方向に向かって両ひざをそろえ足を前に出して座り、両端にブレード(水かき)がついたパドルを左右交互に漕いで進む「カヤック」と、立てひざの姿勢で座り、片側にブレードのついたパドルで艇の片側だけを漕いで進む「カナディアン」の2種類があります。カヌースラローム競技は、カヌーを使った回転競技で、空中から吊るされたポールにより設定されたゲートを、パドルを使ってポールに触れないように通過し、そのスピードを競います。一人2回競技して、そのうち良いほうのタイムで順位が決まります。 カヌーワイルドウォーター競技は、流れの激しい川を一気に漕ぎ下る競技で、1,500mとスプリントの2種目があります。1,500mは、ノンストップトレーニング(練習)に続き、1回のみで競われます。スプリントは、ノンストップトレーニングを行わずに2回競技し、そのうち良いほうのタイムで順位が決まります。",59,"10/7,10/8,10/9,10/10",0
67,1,カヌー,Canoe,スラローム,"カヌーは、静水面で行う「カヌースプリント競技」と河川の急流で行う「カヌースラローム競技」、「カヌーワイルドウォーター競技」の3種目があります。カヌースプリント競技は、200m、500mなどの直線コースをいかに早く漕ぎきるかを競います。競技には、進行方向に向かって両ひざをそろえ足を前に出して座り、両端にブレード(水かき)がついたパドルを左右交互に漕いで進む「カヤック」と、立てひざの姿勢で座り、片側にブレードのついたパドルで艇の片側だけを漕いで進む「カナディアン」の2種類があります。カヌースラローム競技は、カヌーを使った回転競技で、空中から吊るされたポールにより設定されたゲートを、パドルを使ってポールに触れないように通過し、そのスピードを競います。一人2回競技して、そのうち良いほうのタイムで順位が決まります。 カヌーワイルドウォーター競技は、流れの激しい川を一気に漕ぎ下る競技で、1,500mとスプリントの2種目があります。1,500mは、ノンストップトレーニング(練習)に続き、1回のみで競われます。スプリントは、ノンストップトレーニングを行わずに2回競技し、そのうち良いほうのタイムで順位が決まります。",60,"10/8,10/9",0
68,1,カヌー,Canoe,ワイルドウォーター,"カヌーは、静水面で行う「カヌースプリント競技」と河川の急流で行う「カヌースラローム競技」、「カヌーワイルドウォーター競技」の3種目があります。カヌースプリント競技は、200m、500mなどの直線コースをいかに早く漕ぎきるかを競います。競技には、進行方向に向かって両ひざをそろえ足を前に出して座り、両端にブレード(水かき)がついたパドルを左右交互に漕いで進む「カヤック」と、立てひざの姿勢で座り、片側にブレードのついたパドルで艇の片側だけを漕いで進む「カナディアン」の2種類があります。カヌースラローム競技は、カヌーを使った回転競技で、空中から吊るされたポールにより設定されたゲートを、パドルを使ってポールに触れないように通過し、そのスピードを競います。一人2回競技して、そのうち良いほうのタイムで順位が決まります。 カヌーワイルドウォーター競技は、流れの激しい川を一気に漕ぎ下る競技で、1,500mとスプリントの2種目があります。1,500mは、ノンストップトレーニング(練習)に続き、1回のみで競われます。スプリントは、ノンストップトレーニングを行わずに2回競技し、そのうち良いほうのタイムで順位が決まります。",60,"10/7,10/10",0
69,1,アーチェリー,Archery,全種別,アーチェリーは、70m先にあるターゲット(標的)に矢を当てて点数を競います。ターゲットは、直径122cmの大きさで5色に区切られており、中心から10段階に点数が分けられています。試合は、3人の選手による団体戦で、予選では1選手が70m先の的に4分以内で6本の矢を射ち(1エンド)、これを12エンド、計72射行い3人の合計得点の上位が決勝に進出します。決勝では、トーナメント方式により3人の選手が2分以内に2本ずつ矢を射ち(1エンド)、これを4エンド、計24射行い、得点の高いチームが勝ちとなります。予選では72本の矢に全神経を集中させ、気力と体力を振り絞って矢を射つ選手の姿が見る者に感動を与えます。また、1試合20分程度で勝敗が決まる決勝ラウンドでは、矢1本ごとに得点が表示されるので、全24射の1射ごとに大歓声が飛び交い、応援にも思わず力が入ります。風などの影響がある中で、70mも先にある標的に見事矢が命中する様子は必見です。,61,"10/7,10/8,10/9",0
70,1,空手道,Karatedo,全種別,空手道は、沖縄を発祥の地とし、突き、打ち、蹴りなど、全身のあらゆる部位を使って外敵から身を守ることを目的とした武道として誕生しました。国民体育大会ではトーナメント方式により、実際に相手と技の攻防を行う実戦形式の「組手競技」と、四方八方からのさまざまな攻撃を想定しての攻防をまとめた「形競技」があります。組手競技では、相手の体の寸前で技を止めること(寸止め)を大前提とし、勝敗は2分間(成年男子のみ3分間)に8ポイント差がついた時点で決まります。また、各県5人による団体戦も行われます。形競技では、1人ずつ演じ、極めの正確性、気迫、技の緩急、表現力などを競います。どちらの競技も、迫力・緊張感・スピードがあり見ごたえ十分です。,62,"10/8,10/9,10/10",0
71,1,クレー射撃,Cray Target Shooting,成年,クレー射撃は、クレー標的(石灰などで作られた直径11cm、厚さ2.5cm、重さ105g程度の円盤で、クレーピジョンという)を空中に飛ばして、それを散弾銃で射撃し、命中数によって順位を競います。トラップ射撃とスキート射撃の2種別があり、トラップ射撃では標的が射手の前方から左・中央・右方向へ、スキート射撃では標的が射手の左右から交互または同時に飛び出します。秒速22～30mで飛ぶ標的を、秒速300m以上の散弾で撃つため、瞬間の判断力と動作が要求されます。大会期間中に1人1ラウンド25回の射撃を4ラウンド行い、その合計で個人成績を争い、各都道府県の選手(3人)の合計で団体順位が決定します。,63,"10/8,10/9,10/10",0
72,1,なぎなた,Naginats,成年女子,なぎなたは、長さ2mを越えるなぎなたを持ち、2人1組で決められた形を行う「演技競技」と、防具をつけて面や脛といった部位を打突する「試合競技」の2つがあります。演技競技では、防具を着けず、2人1組の演技者で指定された3本の「しかけ、応じ」を演じ、その優劣を競い合い、試合競技では、定められた部位を確実に早く打突して勝負を競います。お互いに敏速な動きの中から打突の機会を見いだし、よい間合いからタイミングよく技を出すことが勝利に結びつきます。試合時間は3分で時間内に勝敗が決まらない場合は2分の延長戦を行います。延長戦1回で決着がつかない場合は審判員の判定となります。,64,"10/2,10/3,10/4",0
73,1,なぎなた,Naginats,少年女子,なぎなたは、長さ2mを越えるなぎなたを持ち、2人1組で決められた形を行う「演技競技」と、防具をつけて面や脛といった部位を打突する「試合競技」の2つがあります。演技競技では、防具を着けず、2人1組の演技者で指定された3本の「しかけ、応じ」を演じ、その優劣を競い合い、試合競技では、定められた部位を確実に早く打突して勝負を競います。お互いに敏速な動きの中から打突の機会を見いだし、よい間合いからタイミングよく技を出すことが勝利に結びつきます。試合時間は3分で時間内に勝敗が決まらない場合は2分の延長戦を行います。延長戦1回で決着がつかない場合は審判員の判定となります。,64,"10/2,10/3,10/4",0
74,1,ボウリング,Bowling,全種別,ボウリングは、三角形に並べられた10本のピンをめがけてレーン上にボールを転がし、倒したピンの数を競います。1ゲームは10フレームからなり、1つのフレームでは1投目で10本倒れない場合は2投目を投げることができ、1投目で10本全部が倒れると「ストライク」、2投目で残りのピン全部を倒すと「スペア」になります。国民体育大会では、団体戦・個人戦があり、いずれも前・後半各3ゲームの合計点で争われる予選を行い、上位者が決勝に進出し、決勝の3ゲームを含めた合計9ゲームでの総得点により順位が決定します。1ゲームですべてストライクを出した場合で300点となり、これをパーフェクトゲームといいます。ピンのポジションによりボールや投球方法を変え、狙ったピンを適確にとらえる技術は必見です。,65,"10/6,10/7,10/8,10/9,10/10",0
75,1,ゴルフ,Golf,成年男子,ゴルフは、カップまでの距離や風向き、傾斜などを計算し、ウッドやアイアン、パターといわれるクラブ(14本以内)を目的に応じて使い分け、カップにボールを入れるまでの打数の少なさを競う競技です。国民体育大会では都道府県対抗の団体戦で行われ、1日18ホールの2日間、合計36ホールのストロークプレー(合計スコアが最も少ないものを優勝とする)方式で、チーム全員の総合計スコアが少ない順に順位を決定します。自然の地形を生かしたゴルフコースでは同じ状況は二度となく、またバンカーや池などハザード(障害物)も選手を苦しめます。自分自身の経験やコンディション、技量だけを頼りにショットを行うため、心の揺れがスコアに表れやすいのも競技の特徴です。,66,"10/5,10/6,10/7",0
76,1,ゴルフ,Golf,女子,ゴルフは、カップまでの距離や風向き、傾斜などを計算し、ウッドやアイアン、パターといわれるクラブ(14本以内)を目的に応じて使い分け、カップにボールを入れるまでの打数の少なさを競う競技です。国民体育大会では都道府県対抗の団体戦で行われ、1日18ホールの2日間、合計36ホールのストロークプレー(合計スコアが最も少ないものを優勝とする)方式で、チーム全員の総合計スコアが少ない順に順位を決定します。自然の地形を生かしたゴルフコースでは同じ状況は二度となく、またバンカーや池などハザード(障害物)も選手を苦しめます。自分自身の経験やコンディション、技量だけを頼りにショットを行うため、心の揺れがスコアに表れやすいのも競技の特徴です。,67,"10/5,10/6,10/7",0
77,1,ゴルフ,Golf,少年男子,ゴルフは、カップまでの距離や風向き、傾斜などを計算し、ウッドやアイアン、パターといわれるクラブ(14本以内)を目的に応じて使い分け、カップにボールを入れるまでの打数の少なさを競う競技です。国民体育大会では都道府県対抗の団体戦で行われ、1日18ホールの2日間、合計36ホールのストロークプレー(合計スコアが最も少ないものを優勝とする)方式で、チーム全員の総合計スコアが少ない順に順位を決定します。自然の地形を生かしたゴルフコースでは同じ状況は二度となく、またバンカーや池などハザード(障害物)も選手を苦しめます。自分自身の経験やコンディション、技量だけを頼りにショットを行うため、心の揺れがスコアに表れやすいのも競技の特徴です。,68,"10/5,10/6,10/7",0
78,1,トライアスロン,Triathlon,成年男子,トライアスロンは、スイム(遠泳)、バイク(自転車)、ラン(マラソン)の3種の競技を連続して行うというハードな耐久レースであり、「鉄人レース」とも言われています。1976年にカリフォルニア州のサンディエゴで産声を上げ、1978年から始まったハワイの大会をきっかけに全世界に広がりました。スイム3.8km、バイク180km、ラン42.195kmというこの壮大なレースは、「アイアンマン・ハワイ」と呼ばれており、トライアスロンが鉄人レースと呼ばれる所以です。現在、トライアスロンは、アイアンマンのような長い距離で行われるロングタイプと、2000年のシドニーオリンピックから正式種目になった総距離51.5kmのショートタイプ(スイム1.5km+バイク40km+ラン10km)に大別され、国民体育大会では、ショートタイプで行われます。なお、トライアスロンは、2016岩手国体から初めて正式競技として開催されます。,69,10/2,0
79,1,トライアスロン,Triathlon,成年女子,トライアスロンは、スイム(遠泳)、バイク(自転車)、ラン(マラソン)の3種の競技を連続して行うというハードな耐久レースであり、「鉄人レース」とも言われています。1976年にカリフォルニア州のサンディエゴで産声を上げ、1978年から始まったハワイの大会をきっかけに全世界に広がりました。スイム3.8km、バイク180km、ラン42.195kmというこの壮大なレースは、「アイアンマン・ハワイ」と呼ばれており、トライアスロンが鉄人レースと呼ばれる所以です。現在、トライアスロンは、アイアンマンのような長い距離で行われるロングタイプと、2000年のシドニーオリンピックから正式種目になった総距離51.5kmのショートタイプ(スイム1.5km+バイク40km+ラン10km)に大別され、国民体育大会では、ショートタイプで行われます。なお、トライアスロンは、2016岩手国体から初めて正式競技として開催されます。,69,10/2,0
80,2,高等学校野球,High School Baseball,硬式,高等学校野球は、硬式と軟式の2種目が開催されます。硬式の参加校は、当該年度の全国高等学校野球選手権大会(夏の甲子園大会)準々決勝に進出した8チームや開催県の代表チームなどから決定されます。軟式の参加校は、当該年度の全国高等学校軟式野球選手権大会に出場したチームから選抜されます。試合はトーナメント方式で行い、1試合9イニングで勝敗を競い、同点の場合はタイブレーク方式を採用します。(但し、決勝戦についてはタイブレーク方式を採用せず、両校優勝とします。),70,"10/2,10/3,10/4,10/5",0
81,2,高等学校野球,High School Baseball,軟式,高等学校野球は、硬式と軟式の2種目が開催されます。硬式の参加校は、当該年度の全国高等学校野球選手権大会(夏の甲子園大会)準々決勝に進出した8チームや開催県の代表チームなどから決定されます。軟式の参加校は、当該年度の全国高等学校軟式野球選手権大会に出場したチームから選抜されます。試合はトーナメント方式で行い、1試合9イニングで勝敗を競い、同点の場合はタイブレーク方式を採用します。(但し、決勝戦についてはタイブレーク方式を採用せず、両校優勝とします。),72,"10/2,10/3,10/4,10/5",0
82,3,綱引,Tug-of-war,,綱引は古代より各地で儀式と信仰から始まり、五穀豊穣や豊作豊漁祈願などお祭りの儀式が「一本の綱に8人が結集して引く」事を綱引競技化した、力と力がぶつかり合うシンプルなスポーツです。,19,"9/3,9/4",0
83,3,ゲートボール,Gateball,,ゲートボールは青少年の健全育成のため、ヨーロッパの伝統的な競技「クロッケー」をヒントに1947年日本(北海道)で考案されたスポーツで、今では世界30カ国以上で親しまれております。,73,"9/17,9/18",0
84,3,パワーリフティング,Powerlifting,,パワーリフティングとは、人間の基本運動要素(立つ、押す、引く)を 1.スクワット (脚力) 2.ベンチプレス(腕力) 3.デットリフト(背筋力) といった3つの競技種目に分け、人間の限界を競うスポーツです。,74,"9/10,9/11",0
85,3,グラウンド・グラフ,Ground Golf,,グラウンド・ゴルフは、昭和57年に鳥取県泊村で生涯スポーツ活動推進事業の一環として、新しいスポーツとして誕生しました。高度な技術を必要とせず、しかも全力を出す場面と、集中力や調整力を発揮する場面がうまく組み合わされており、ルールもごく簡単なことから、初心者でもすぐに取り組めます。,75,"9/24,9/25",0
86,4,ビリヤード,Billiards,,ビリヤードは、布を張って周囲をクッションで囲んだ長方形のテーブル上で、プラスティックのボールをキューと呼ぶ棒で突き、ボールとボールを当てたり、6か所のポケットに入れたりして、その技術を競うゲームです。古くは紀元前から楽しまれ、多くは室内で競技しますが、老若男女を問わず誰にでも競技することが出来ます。ビリヤードで使用するボールは、見た目もカラフルで美しいのですが、最近はテーブルの周りをかなり歩くので(2時間で五千歩程度)健康の為に楽しむ人も多くなっています。希望郷いわて国体ではポケットビリヤードのUSナインボールというゲームを採用する予定です。このゲームは、白いボールを突いて色の着いたボールをテーブル上にある少ない番号順に当てて、最終的に9ボールをポケットに落とした方が勝ち、というゲームでルールも簡単で分かり易く、ブレイクショットと呼ぶ初球もエキサイティングで、上級者のテクニックはダイナミックで見ている人も興奮します。,76,10/2,0
